status,batch_id,evolution_line_id,dex_no,stage_number,stage_label,source_type,source_filename,parent_sheet_filename,matched_asset_filename,asset_status,source_path,ocr_name,approved_name,slug,evolves_from,evolves_to,rarity,element_1,element_2,taxonomy_primary,taxonomy_secondary,role,health,aura,attack,special_attack,defense,special_defense,speed,stat_total,ability,signature_moves,description,habitat,personality,tags,confidence,review_notes,image_path,source_path_repo,intake_id
drafted,batch_001,veilumi-line,,1,Stage 1,evolution_sheets,9C45BACF-979E-4442-A3CE-C056D2591B25_1_105_c.jpeg,9C45BACF-979E-4442-A3CE-C056D2591B25_1_105_c.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/9C45BACF-979E-4442-A3CE-C056D2591B25_1_105_c.jpeg,Nimbli,Nimbli,nimbli,,veilumi,Ancient,Aether,,Wisp,Astral,Support / Special Attacker,65,140,40,120,70,110,125,670,Aether Flow,Aether Whisper; Luminos Veil,A curious little spirit that drifts on breezes and collects tiny motes of light.,"Aether currents, dream groves, spirit paths","Gentle, curious, protective","spirit, aether, support, floating, veil, special-attacker",0.93,Sheet says Ultra Rare; mapped to Ancient for current rarity system unless Ultra Rare is re-added.,/assets/monari/_incoming/batch_001/evolution_sheets/9C45BACF-979E-4442-A3CE-C056D2591B25_1_105_c.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/9C45BACF-979E-4442-A3CE-C056D2591B25_1_105_c.jpeg,batch001_027_nimbli
drafted,batch_001,veilumi-line,,2,Final,evolution_sheets,9C45BACF-979E-4442-A3CE-C056D2591B25_1_105_c.jpeg,9C45BACF-979E-4442-A3CE-C056D2591B25_1_105_c.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/9C45BACF-979E-4442-A3CE-C056D2591B25_1_105_c.jpeg,Veilumi,Veilumi,veilumi,nimbli,,Ancient,Aether,,Wisp,Astral,Support / Special Attacker,85,175,55,150,90,135,150,840,Aether Flow,Aether Whisper; Luminos Veil,A graceful Aether Monari that guides lost souls with gentle light and bends aether flow to aid allies.,"Aether currents, dream groves, spirit paths","Gentle, curious, protective","spirit, aether, support, floating, veil, special-attacker",0.93,Sheet says Ultra Rare; mapped to Ancient for current rarity system unless Ultra Rare is re-added.,/assets/monari/_incoming/batch_001/evolution_sheets/9C45BACF-979E-4442-A3CE-C056D2591B25_1_105_c.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/9C45BACF-979E-4442-A3CE-C056D2591B25_1_105_c.jpeg,batch001_028_veilumi
drafted,batch_001,reefflash-line,,1,Stage 1,evolution_sheets,AAE479C6-2A9F-4ADE-B38F-1EA43FF0BEA5_1_102_o.jpeg,AAE479C6-2A9F-4ADE-B38F-1EA43FF0BEA5_1_102_o.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/AAE479C6-2A9F-4ADE-B38F-1EA43FF0BEA5_1_102_o.jpeg,Zapolotl,Zapolotl,zapolotl,,reefflash,Rare,Water,Thunder,Feral,Tempest,Agile Attacker,70,70,70,80,55,65,110,520,Current Surge,Reef Bolt; Flash Current,A playful axolotl Monari that sparks with natural energy.,"Reefs, coastlines, stormy shallows","Playful, bold, quick","axolotl, aquatic, water, thunder, agile, predator",0.97,,/assets/monari/_incoming/batch_001/evolution_sheets/AAE479C6-2A9F-4ADE-B38F-1EA43FF0BEA5_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/AAE479C6-2A9F-4ADE-B38F-1EA43FF0BEA5_1_102_o.jpeg,batch001_029_zapolotl
drafted,batch_001,reefflash-line,,2,Final,evolution_sheets,AAE479C6-2A9F-4ADE-B38F-1EA43FF0BEA5_1_102_o.jpeg,AAE479C6-2A9F-4ADE-B38F-1EA43FF0BEA5_1_102_o.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/AAE479C6-2A9F-4ADE-B38F-1EA43FF0BEA5_1_102_o.jpeg,Reefflash,Reefflash,reefflash,zapolotl,,Rare,Water,Thunder,Feral,Tempest,Agile Attacker,90,95,95,115,75,85,145,700,Current Surge,Reef Bolt; Flash Current,A lightning-fast aquatic predator that crashes through waves in a flash.,"Reefs, coastlines, stormy shallows","Playful, bold, quick","axolotl, aquatic, water, thunder, agile, predator",0.97,,/assets/monari/_incoming/batch_001/evolution_sheets/AAE479C6-2A9F-4ADE-B38F-1EA43FF0BEA5_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/AAE479C6-2A9F-4ADE-B38F-1EA43FF0BEA5_1_102_o.jpeg,batch001_030_reefflash
drafted,batch_001,tidaltor-line,,1,Stage 1,evolution_sheets,BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,Lambeau,Lambeau,lambeau,,rambouy,Rare,Water,,Brute,Feral,Soft Water Lamb,85,60,75,65,75,65,70,495,Tidal Wool,Water Ram; Tidal Crash,A soft sheep-like Water Monari with a calm heart and water droplet tail.,"Riverbanks, coastal farms, rain plains","Calm, brave, loyal","sheep, bull, water, horns, bruiser, bulky",0.94,,/assets/monari/_incoming/batch_001/evolution_sheets/BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,batch001_031_lambeau
drafted,batch_001,tidaltor-line,,2,Stage 2,evolution_sheets,BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,Rambouy,Rambouy,rambouy,lambeau,tidaltor,Rare,Water,,Brute,Feral,Water Bull Fighter,105,75,100,80,95,80,80,615,Tidal Wool,Water Ram; Tidal Crash,A growing sheep-bull hybrid whose horns and water aura sharpen as it matures.,"Riverbanks, coastal farms, rain plains","Calm, brave, loyal","sheep, bull, water, horns, bruiser, bulky",0.94,,/assets/monari/_incoming/batch_001/evolution_sheets/BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,batch001_032_rambouy
drafted,batch_001,tidaltor-line,,3,Final,evolution_sheets,BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,Tidaltor,Tidaltor,tidaltor,rambouy,,Rare,Water,,Brute,Feral,Tidal Bruiser,130,95,130,105,120,100,90,770,Tidal Wool,Water Ram; Tidal Crash,A powerful tidal bull Monari that crashes forward with heavy water-wrapped strikes.,"Riverbanks, coastal farms, rain plains","Calm, brave, loyal","sheep, bull, water, horns, bruiser, bulky",0.94,,/assets/monari/_incoming/batch_001/evolution_sheets/BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/BBABB411-1CA4-4753-B10B-80D5E54A2605_1_102_o.jpeg,batch001_033_tidaltor
drafted,batch_001,aquaplume-line,,1,Stage 1,evolution_sheets,C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,Foamlet,Foamlet,foamlet,,crestwave,Rare,Water,Gale,Sylph,Tempest,Water Bird Chick,55,70,55,75,50,65,100,470,Mist Plume,Aqua Wing; Torrent Glide,A cheerful water-plumed chick whose tiny wings scatter bubbles as it hops.,"Mist lakes, waterfalls, coastal cliffs","Cheerful, elegant, evasive","bird, water, gale, wings, mist, aerial",0.58,No names on sheet. Names are AI draft and should be reviewed.,/assets/monari/_incoming/batch_001/evolution_sheets/C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,batch001_034_foamlet
drafted,batch_001,aquaplume-line,,2,Stage 2,evolution_sheets,C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,Crestwave,Crestwave,crestwave,foamlet,aqualume,Rare,Water,Gale,Sylph,Tempest,Aerial Water Skirmisher,70,90,70,100,65,85,130,610,Mist Plume,Aqua Wing; Torrent Glide,A graceful young water bird that rides misty currents with widening aqua-feathered wings.,"Mist lakes, waterfalls, coastal cliffs","Cheerful, elegant, evasive","bird, water, gale, wings, mist, aerial",0.58,No names on sheet. Names are AI draft and should be reviewed.,/assets/monari/_incoming/batch_001/evolution_sheets/C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,batch001_035_crestwave
drafted,batch_001,aquaplume-line,,3,Final,evolution_sheets,C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,,concept_only,public/assets/monari/_incoming/batch_001/evolution_sheets/C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,Aqualume,Aqualume,aqualume,crestwave,,Rare,Water,Gale,Sylph,Tempest,Elegant Water-Gale Flyer,85,115,85,130,80,105,150,750,Mist Plume,Aqua Wing; Torrent Glide,A flowing final-form Water-Gale Monari whose wings and tail move like liquid streams.,"Mist lakes, waterfalls, coastal cliffs","Cheerful, elegant, evasive","bird, water, gale, wings, mist, aerial",0.58,No names on sheet. Names are AI draft and should be reviewed.,/assets/monari/_incoming/batch_001/evolution_sheets/C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/evolution_sheets/C9CB43BF-AE3B-4B6A-8789-508C288DEA40_1_102_o.jpeg,batch001_036_aqualume
drafted,batch_001,lunaire-line,,1,Stage 1,standalone_images,12AB35ED-3701-4210-B897-CA813F139EF9_1_102_o.jpeg,12AB35ED-3701-4210-B897-CA813F139EF9_1_102_o.jpeg,,individual_ready,public/assets/monari/_incoming/batch_001/standalone_images/12AB35ED-3701-4210-B897-CA813F139EF9_1_102_o.jpeg,Lunaire,Lunaire,lunaire,,,Super Rare,Light,Thunder,Sylph,Seraph,Aerial Scout / Night Striker,85,120,105,120,80,100,150,760,Moonlit Current,Night Guide; Crescent Bolt,"A proud and swift bird Monari said to carry night-sky light, guiding allies through darkness with lightning-like markings.","Night skies, high cliffs, moonlit forests","Proud, swift, watchful","bird, hawk, moon, light, thunder, aerial, scout",0.9,Sheet says 'Minari'; official spelling should be Monari. No evolution line provided.,/assets/monari/_incoming/batch_001/standalone_images/12AB35ED-3701-4210-B897-CA813F139EF9_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/standalone_images/12AB35ED-3701-4210-B897-CA813F139EF9_1_102_o.jpeg,batch001_037_lunaire
drafted,batch_001,voltkit-line,,1,Stage 1,standalone_images,37CB6D0E-A988-4B10-860E-9BB48A246308_1_105_c.jpeg,37CB6D0E-A988-4B10-860E-9BB48A246308_1_105_c.jpeg,,individual_ready,public/assets/monari/_incoming/batch_001/standalone_images/37CB6D0E-A988-4B10-860E-9BB48A246308_1_105_c.jpeg,Voltkit,Voltkit,voltkit,,,Rare,Thunder,,Feral,Tempest,Fast Starter-Style Striker,60,70,80,70,50,55,120,505,Static Pounce,Spark Pounce; Volt Tail,"A playful thunder cub with lightning markings on its ears, tail, and fur. It darts forward before opponents can react.","Open fields, stormy alleys, charged routes","Excitable, brave, mischievous","cat, thunder, cub, lightning, fast, quadruped",0.67,AI-generated name. Could become Stage 1 of a future line.,/assets/monari/_incoming/batch_001/standalone_images/37CB6D0E-A988-4B10-860E-9BB48A246308_1_105_c.jpeg,public/assets/monari/_incoming/batch_001/standalone_images/37CB6D0E-A988-4B10-860E-9BB48A246308_1_105_c.jpeg,batch001_038_voltkit
drafted,batch_001,gemora-line,,1,Stage 1,standalone_images,7AB890B2-2E83-49BB-B27E-DAEB44393EEF_1_102_o.jpeg,7AB890B2-2E83-49BB-B27E-DAEB44393EEF_1_102_o.jpeg,,individual_ready,public/assets/monari/_incoming/batch_001/standalone_images/7AB890B2-2E83-49BB-B27E-DAEB44393EEF_1_102_o.jpeg,Gemora,Gemora,gemora,,,Super Rare,Crystal,Aether,Drake,Astral,Special Striker / Mystic Duelist,75,115,85,130,75,105,120,705,Crystal Heart,Shard Pulse; Aether Claw,A crystal-marked drake Monari whose tail shards glow with aether light and store condensed energy.,"Crystal groves, aether caves, ruins","Curious, intense, clever","lizard, drake, crystal, aether, shards, special-attacker",0.62,Standalone image. May overlap visually with Prismaris/crystal family but not a clear duplicate.,/assets/monari/_incoming/batch_001/standalone_images/7AB890B2-2E83-49BB-B27E-DAEB44393EEF_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/standalone_images/7AB890B2-2E83-49BB-B27E-DAEB44393EEF_1_102_o.jpeg,batch001_039_gemora
drafted,batch_001,fernix-line,,1,Stage 1,standalone_images,8E155EE5-E149-49F1-B72E-628FADD7D30C_1_102_o.jpeg,8E155EE5-E149-49F1-B72E-628FADD7D30C_1_102_o.jpeg,,individual_ready,public/assets/monari/_incoming/batch_001/standalone_images/8E155EE5-E149-49F1-B72E-628FADD7D30C_1_102_o.jpeg,Fernix,Fernix,fernix,,,Rare,Flora,Gale,Feral,Drake,Agile Flora Striker,75,85,85,90,65,75,125,600,Leaf Sprint,Vine Rush; Fern Gale,"A bright leaf-crested Flora Monari that bounds through sunlight, using fern-tail balance and vine-wrapped strikes.","Sunny forests, fern fields, jungle paths","Bright, adventurous, energetic","flora, leaf, fern, lizard, agile, vines",0.66,AI-generated name. Standalone art; could be Stage 1 or mid-stage.,/assets/monari/_incoming/batch_001/standalone_images/8E155EE5-E149-49F1-B72E-628FADD7D30C_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/standalone_images/8E155EE5-E149-49F1-B72E-628FADD7D30C_1_102_o.jpeg,batch001_040_fernix
needs_review,batch_001,obsidivine-line,,1,Stage 1,standalone_images,9FF26B64-498C-4995-80C6-7F4657C1D9A9_1_102_o.jpeg,9FF26B64-498C-4995-80C6-7F4657C1D9A9_1_102_o.jpeg,,individual_ready,public/assets/monari/_incoming/batch_001/standalone_images/9FF26B64-498C-4995-80C6-7F4657C1D9A9_1_102_o.jpeg,Obsidivine,Obsidivine,obsidivine,,,Ancient,Aether,Crystal,Astral,Golem,Support / Battlefield Control,80,170,55,145,100,145,125,820,Obsidian Grace,Violet Sigil; Aether Mend,"An ancient floating Monari of obsidian plates and violet aether smoke, able to gather damaged energy into healing sigils.","Ancient ruins, crystal temples, spirit rifts","Serene, mysterious, protective","spirit, obsidian, crystal, aether, floating, support, control",0.64,Standalone image. Could be related to Prismaris or a separate Ancient line; needs review.,/assets/monari/_incoming/batch_001/standalone_images/9FF26B64-498C-4995-80C6-7F4657C1D9A9_1_102_o.jpeg,public/assets/monari/_incoming/batch_001/standalone_images/9FF26B64-498C-4995-80C6-7F4657C1D9A9_1_102_o.jpeg,batch001_041_obsidivine
